						
 	Title	Views	Likes	Comments		
	Bất ngờ TRÚNG SỐ ĐỘC ĐẮC mua xe ô tô và giúp đỡ cho người nghèo miền núi. Tập 437	"89,900"	"2,005"	156		
	Người mẹ trẻ KHÓC NẤC vì nguy cơ sẽ bị con suối NGUY HIỂM NHẤT cuốn trôi cả gia đình. Tập 436	"7,394"	239	20		
	Cố gắng THOÁT NGHÈO không may ĐỔ NỢ bị siết đất gia đình nghèo không nơi dung thân. Tập 435	"6,965"	200	15		
	BẤT NGỜ gia đình nghèo có NGUỒN NƯỚC THẦN từ thiên nhiên ban tặng. Tập 434	"9,556"	304	13		
	“CHẤN ĐỘNG MIỀN NÚI” người phụ nữ trẻ tuổi quyết định đổi 2 đứa con lấy VÉ SỐ TRÚNG. Tập 433	"13,276"	286	27		
	GIẢ VỜ BÁN CHIẾC XE ĐẠP 15 TRIỆU và bất ngờ với cách xử lý của người nghèo. Tập 432	"9,905"	237	10		
	“SỐNG TRONG CĂN CHÒI SỤP ĐỔ” 3 mẹ con phải chịu cảnh đói quanh năm. Tập 431	"8,610"	238	19		
	RỢN NGƯỜI khi nghe 2 cô con gái kể về người cha đã mất HIỆN VỀ lúc nửa đêm. Tập 430	"9,663"	263	17		
	Cuộc sống nghèo khổ trong CĂN CHÒI VỊT của 3 mẹ con trong rừng núi. Tập 429	"10,637"	237	19		
	"3 mẹ con sống trong CĂN CHÒI DỘT NÁT, phải chịu cảnh đói quanh năm #thiệnnguyện #kếtnốiyêuthương"	"2,166"	49	1		
	"Cuộc sống quá NGHÈO KHỔ, người phụ nữ phải đi nhặt VE CHAI về tận dụng làm nhà ở. Tập 428"	"12,079"	252	16		
	"Mùng 1 TẾT: Cuộc sống KHỔ CỰC của gia đình nghèo trong căn chòi nhỏ, RẮN ĐỘC KHẮP NƠI. Tập 427"	"43,271"	427	31		
	"KÌ LẠ người phụ nữ chỉ sinh được con trai, khi mang bầu con gái đều MẤT hết. Tập 426"	"8,986"	232	8		
	VUI MỪNG khi thấy người nghèo khổ có nơi ở ổn định vào dịp cận TẾT. Tập 425	"11,774"	331	14		
	"3 năm sống trong HANG ĐÁ, gia đình nghèo phải chịu cảnh ĐÓI quanh năm. Tập 424"	"24,321"	406	20		
	“NGƯỜI MẸ NHỎ TUỔI NHẤT MIỀN NÚI” bị chồng ruồng bỏ bất ngờ nhận quà lớn. Tập 423	"65,218"	898	63		
	"BỊ CHỒNG BẠO HÀNH vì không đáp ứng CHUYỆN ẤY, người phụ nữ ôm con vào rừng TRÚ ẨN. Tập 422"	"4,760"	178	8		
	"Ăn ngủ trong rừng, sống trong căn chòi TẢ TƠI, không có GẠO mà ăn. Tập 421"	"5,413"	198	9		
	CẢI TIẾN CĂN NHÀ bà con nghèo vui sướng không nói nên lời. Tập 420	"10,255"	312	17		
	"Người đàn ông bỏ nhà lên núi sống cô độc 1 mình, phải ăn rau rừng khi không có gạo. Tập 419"	"6,003"	172	10		
	Cuộc sống ÉO LE của 3 mẹ con sống trong căn chòi dột nát con trai không nói được. Tập 418	"14,295"	296	13		
	THỰC HIỆN ƯỚC MƠ cho 3 mẹ con nghèo khổ có CĂN NHÀ MỚI trên rừng núi. Tập 417	"26,869"	557	32		
	Chồng qua đời bỏ lại 2 mẹ con sống khổ trong rừng với ƯỚC MƠ còn dang dở. Tập 416	"9,986"	241	12		
	"Món ăn nghèo khổ nhất trên vùng núi, cụ bà quanh năm chỉ ăn cây và lá rừng để tồn tại. Tập 415"	"6,412"	187	10		
	"BÍ ẨN ở vùng đất hẻo lánh, người phụ nữ có cơ thể giống NGƯỜI ẾCH sống trong rừng. Tập 414"	"5,554"	168	13		
	"“CHỒNG MẤT, CON THEO VỢ” bỏ lại người phụ nữ sống cô độc trong rừng núi. Tập 413"	"8,814"	223	11		
	"Người chồng HÀNH HẠ VỢ CON rồi bất ngờ TỰ VẪN, người vợ phải cô độc vào rừ TRÚ ẨN. Tập 412"	"9,080"	228	13		
	CHUYỆN LẠ người mẹ trẻ BẬT KHÓC NỨC NỞ khi chồng qua đời và con trai 4 năm không chịu ăn cơm.Tập 411	"22,924"	376	25		
	"Cô gái khờ trẻ tuổi nhất miền núi, cùng 2 con vào rừng sâu trú ẩn, ăn lá rừng để tồn tại. Tập 410"	"27,376"	418	21		
	Người chồng không chịu nổi cảnh khổ phải bỏ rơi 3 mẹ con giữa rừng. Tập 409	"18,670"	379	24		
	THỰC HIỆN ƯỚC MƠ CUỐI CÙNG cho 3 mẹ con có căn nhà xinh đẹp ở trên vùng núi. Tập 408	"25,324"	600	38		
	"ĐỔI ĐỜI SAU 1 ĐÊM, 4 mẹ con sống trong rừng sâu bất ngờ nhận được CĂN NHÀ TÌNH THƯƠNG. Tập 406"	"55,332"	807	44		
	"Dẫn con thơ vào rừng sâu TRÚ ẨN, ở trong căn chòi TẢ TƠI, bữa đói bữa no. Tập 405"	"10,484"	257	16		
	Cải thiện cửa mới cho CĂN NHÀ TÌNH THƯƠNG của bà con nghèo trên miền núi. Tập 404	"19,194"	438	21		
	NGUYỆN VỌNG CUỐI CÙNG cho các con của người mẹ tâm thần và mắc căn bệnh tim. Tập 403	"10,288"	281	10		
	Cụ bà sống lủi thủi một mình tromg căn chòi tả tới không người thân bên cạnh. Tập 402	"21,381"	443	17		
	BẤT NGỜ người chồng quay lại nhận con của cô bé 19 tuổi bị dụ dỗ sống trong rừng hoang. Tập 401	"54,519"	856	52		
	CỨ NGỠ LÀ GIẤC MƠ 3 mẹ con vui mừng rơi nước mắt khi nhận được CĂN NHÀ TÌNH THƯƠNG. Tập 400	"94,741"	"1,242"	54		
	"KHÔNG AI KHỔ BẰNG, ông cụ bà sống trong rừng sâu phải ăn lá rừng để tồn tại qua ngày. Tập 399"	"9,315"	256	13		
	Gia đình nghèo cứ ngỡ là GIẤC MƠ vì ĐỔI ĐỜI CHỈ SAU 1 đêm có nhà mới. Tập 398	"25,427"	519	32		
	"Bà con nghèo sống trong rừng sâu nhận được quà lớn, vui mừng không nói nên lời. Tập 397"	"17,386"	396	24		
	“MẸ BỊ TÂM THẦN CỰC KHỔ NUÔI CON” phải sống trong rừng không có cháo mà ăn. Tập 396	"15,056"	348	21		
	"Cô gái trẻ OÀ KHÓC khi con thơ không có TAI, phải chịu khổ trên vùng đất KHẮC NGHIỆT. Tập 395"	"12,014"	287	18		
	"Khổ không ai bằng, 3 mẹ con sống trong TÚP LỀU tàn, ăn BẮP thay cơm nơi đồng khô cỏ cháy. Tập 394"	"19,147"	365	19		
	“TÀN NHƯNG KHÔNG PHẾ” Người đàn ông sống cô độc một mình trong rừng sâu chỉ 1 chân. Tập 393	"10,298"	216	10		
	“MỘT MÌNH NUÔI 3 ĐỨA CON VÀ NGƯỜI EM BỊ THẦN KINH” phải ăn đồ rừng để tồn tại. Tập 392	"22,726"	368	22		
	“CUỘC SỐNG NGHÈO KHỔ CỦA NGƯỜI ĐỒNG BÀO” Uống nguồn nước bẩn quanh năm. Tập 391	"28,366"	338	15		
	“BẤT NGỜ NGƯỜI PHỤ NỮ ĐỔI ĐỜI CHỈ SAU 1 ĐÊM” Khi chồng nhẫn tâm bỏ rơi vợ con giữa rừng. Tập 390	"165,408"	"1,113"	57		
	“NGƯỜI MẸ KHỜ TRẺ TUỔI NHẤT MIỀN NÚI” Ôm con thơ vào rừng trú ẩn đợi chồng về. Tập 389	"82,755"	570	24		
	“SỐNG TRONG CĂN CHÒI MỤC NÁT ĐÁNG THƯƠNG” cha mẹ bỏ rơi hai đứa trẻ cho bà nuôi. Tập 388	"56,978"	561	29		
	“NGHÈO RỚT MỒNG TƠI” Phải sống trong túp lều bạt đơn sơ ăn lá rừng mỗi ngày để tồn tại. Tập 387	"27,860"	483	23		
	“HÀNH TRÌNH THỰC HIỆN ƯỚC MƠ” Cho đôi vợ chồng trẻ tuổi nhất miền núi. Tập 386	"70,051"	913	48		
	“NGƯỜI MẸ GIÀ CÔ ĐƠN TRONG RỪNG NÚI” Buồn tủi khi bị con đuổi. Tập 385	"31,844"	483	25		
	“NGƯỜI MẸ TRẺ BỒNG 3 ĐỨA CON THƠ” vào rừng sâu để sinh sống qua ngày. Tập 384	"48,010"	587	29		
	“VƯỢT QUA MỌI GIAN NAN” để nhìn thấy những giọt nước mắt hạnh phúc của người nghèo. Tập 383	"103,366"	"1,174"	75		
	“19 TUỔI BỊ CHỒNG BỎ RƠI GIỮA RỪNG” 2 mẹ con BẤT NGỜ đổi đời chỉ sau một đêm. Tập 382	"461,167"	"2,772"	153		
	“MẸ GIÀ BẬT KHÓC NỨC NỞ” khi nhận được căn nhà MƠ ƯỚC ở tuổi xế chiều. Tập 381	"69,262"	"1,291"	107		
	"Người đàn ông cả đời không có vợ con, BẤT NGỜ nhận được món quà to lớn. Tập 380"	"22,771"	408	21		
	"12 năm khi chồng qua đời, mẹ già phải sống KHỔ SỞ trong rừng sâu ăn trái rừng để tồn tại. Tập 379"	"16,496"	359	22		
	Cô gái trẻ tuổi cùng con thơ vào vùng đất KHẮC NGHIỆT nhất để trú ẩn sống qua ngày. Tập 378	"19,334"	362	18		
	“CÔ GÁI 19 TUỔI BỊ LỪA CÓ BẦU” ôm con thơ 5 tháng tuổi vào rừng sâu để sống. Tập 377	"72,431"	870	45		
	3 mẹ con sống trong “CĂN CHÒI THẢM THƯƠNG” nghèo khổ không một xu dính túi. Tập 376	"43,103"	724	30		
	BẬT KHÓC NỨC NỞ khi nghe tin có được nhà mới #tiếnnguyễntv #thiennguyen #cuocsong	"6,939"	158	1		
	Đi bộ 5km dắt bò lên núi để trao tặng cho người nghèo #tiếnnguyễntv #thiennguyen #giúpđỡngườinghèo	"4,523"	67	1		
	"Người đàn ông ở trong rừng sâu, mỗi ngày ăn lá cây rừng để tồn tại #tiếnnguyễntv #thiennguyen"	"9,219"	125	0		
	Cô gái nhỏ tuổi nhất miền núi bồng con vào rừng sâu để sống #tiếnnguyễntv #thiennguyen #tuthien	"3,955"	68	1		
	“CÔ GÁI NHỎ TUỔI NHẤT MIỀN NÚI” 17 tuổi sinh con thơ mắc phải CĂN BỆNH HIỂM NGHÈO. Tập 375	"34,597"	581	38		
	“BẬT KHÓC CỨ NGỠ LÀ GIẤC MƠ” hành trình trao tặng ngôi nhà mơ ước cho người nghèo. Tập 374	"116,093"	"1,809"	136		
	Vượt qua “MƯA TO GIÓ LỚN” để trao tặng ƯỚC MƠ cho người nghèo. Tập 373	"95,919"	"1,457"	89		
	Người phụ nữ sống trong rừng VUI MỪNG như trúng số vừa có NHÀ và có GÀ để nuôi. Tập 372	"288,011"	"3,033"	171		
	“HÀNH TRÌNH” vượt con dốc núi cao nhất để cung cấp lương thực cho người nghèo. Tập 371	"22,076"	431	27		
	Cả đời “ĂN NHỜ Ở ĐẬU” không có nơi nương tựa phải ở CHUỒNG DÊ có gì ăn đó. Tập 370	"21,002"	382	26		
	“THIẾU NỮ” nhỏ tuổi nhất miền núi phải bồng con thơ vào rừng sâu để trú ẩn. Tập 369	"68,244"	709	37		
	Niềm vui nhân đôi khi thực hiện ƯỚC MƠ tặng nhà và xe đạp cho gia đình nghèo #tiếnnguyễntv	"18,442"	422	5		
	Bữa ăn nghèo khổ nhất của người nghèo #tiếnnguyễntv #thiennguyen #cuocsong #tuthien #giadinh	"12,502"	144	2		
	"Thiếu nữ trẻ tuổi nhất rừng núi,sống cùng con thơ trong căn chòi mục nát #tiếnnguyễntv #thiennguyen"	"8,839"	107	1		
	"Dẫn con vào rừng sâu trú ẩn, phải ăn cà rừng mỗi ngày để sống #tiếnnguyễntv #thiennguyen #giadinh"	"2,716"	37	0		
	HÀNH TRÌNH BĂNG RỪNG VƯỢT NÚI vào rừng sâu tiếp tế lương thực cho người nghèo #tiếnnguyễntv	"25,095"	150	3		
	"3 mẹ con phải sống trong CĂN CHÒI TẢ TƠI, mua bão ướt như chuột #tiếnnguyễntv #thiennguyen"	"8,060"	36	0		
	Sống trong “CĂN CHÒI MỤC NÁT” người vợ phải nuôi chồng bị LIỆT nửa người. Tập 368	"10,568"	288	22		
	“NGƯỜI PHỤ NỮ KHÓC NỨC NỞ” bỗng dưng ƯỚC MƠ trở thành sự thật. Tập 367	"1,244,861"	"11,887"	614		
	Băng rừng vượt suối trao tặng Bò cho đôi vợ chồng trẻ tuổi nhất miền núi. Tập 366	"24,888"	349	13		
	Người phụ nữ khóc NỨC NỞ vui mừng khi ƯỚC MƠ đã thành sự thật. Tập 365	"195,897"	"1,983"	79		
	Lọt vào khu rừng đẹp nhất để tìm lại CĂN CHÒI CŨ NÁT của người đàn ông. Tập 364	"15,359"	336	18		
	Cô gái trẻ tuổi phải ở trong CĂN CHÒI DỘT NÁT cùng con thơ và ăn rau rừng để tồn tại. Tập 363	"24,241"	387	20		
	“BĂNG RỪNG VƯỢT NÚI” để đến thăm 2 mẹ con nghèo trong rừng sâu. Tập 362	"17,827"	350	21		
	Sống trong căn chòi MỤC NÁT phải nấu CHÁO HEO ăn để tồn tại trong rừng. Tập 361	"10,869"	245	12		
	TRẬN BÃO QUA ĐI để lại căn chòi THÊ THẢM cho 3 mẹ con nghèo khổ sống trong rừng. Tập 360	"86,933"	746	31		
	KHÔNG AI KHỔ BẰNG sống trong CĂN CHÒI BAY NÓC trong rừng sâu cùng con thơ. Tập 359	"121,453"	"1,018"	51		
	"BỮA CƠM CHAN NƯỚC MẮT, chồng mất sớm bỏ lại 4 mẹ con khổ sở #thiennguyen #tiếnnguyễntv"	"6,830"	134	0		
	"Căn chòi TẢ TƠI trên tảng đá, CHỒNG MẤT SỚM bỏ lại vợ và những đứa con thơ sống khổ sở. Tập 358"	"63,685"	610	28		
	Người phụ nữ và những đứa con thơ ngủ dưới đất mỗi đêmnguy hiểm rình rập #thiennguyen #tiếnnguyễntv	"25,244"	197	0		
	"3 mẹ con sống khổ sở trong rừng sâu, ăn lá đu đủ để tồn tại #thiennguyen #tiếnnguyễntv #tuthien"	"12,409"	159	0		
	3 mẹ con sống trong rừng sâu mỗi ngày đều ăn lá ĐU ĐỦ để tồn tại trong rừng. Tập 357	"12,947"	269	16		
	Gia đình nghèo khổ đông con nhất vùng núi phải nằm ngủ dưới đất ăn lá rừng để tồn tại. Tập 357	"24,576"	404	28		
	2 ngày vượt nắng mưa vào rừng sâu để thực hiện ƯỚC MƠ cho người nghèo. Tập 356	"143,727"	"1,602"	92		
	"Trẻ em miền núi được có cơ hội để đến trường, ăn được món ăn ngon nhất trong cuộc đời. Tập 355"	"12,064"	360	22		
	ĐỐI MẶT VỚI 1 CẶP RẮN LỤC GÂY C.HẾT NGƯỜI ĐỘC NHẤT MIỀN NÚI #thiennguyen #tiếnnguyễntv	"3,382"	36	0		
	"Không có nỗi khổ nào khổ hơn, đánh đổi cánh tay để con có sữa uống #thiennguyen #tiếnnguyễntv"	"1,809"	61	1		
	Sống trong căn chòi quá “THẢM THƯƠNG” mọi thứ đều đi xin để tồn tại. Tập 354	"6,629"	238	12		
	Bài thuốc dân gian kì lạ có hiệu lực ngay tức khắc của người đồng bào RAGLAY. Tập 353	"13,388"	268	13		
	3 hộ hoàn cảnh nghèo may mắn nhận được tiền của MTQ để mua tôn và những nụ cười hạnh phúc. Tập 352	"30,971"	556	32		
	BÀ CON NGHÈO nở nụ cười hạnh phúc khi được MTQ vượt hàng trăm km đến tặng quà. Tập 351	"20,488"	400	24		
	"CỤ ÔNG sống như người vô gia cư trong rừng, vào chòi của người lạ ở khi nào đuổi thì đi. Tập 350"	"13,387"	316	26		
	Ở trong căn chòi trong rừng sâu 18 năm ngủ dưới đất rắn độc bao vây #thiennguyen #tiếnnguyễntv	"17,182"	120	0		
	“NGHÈO RỚT MỒNG TƠI” phải nằm ngủ dưới đất 18 năm RẮN ĐỘC bao vây nơi ở. Tập 349	"136,444"	792	73		
	"Cuộc sống ÉO LE của đôi vợ chồng trẻ tuổi, chồng đánh đổi bàn tay để có sữa cho con uống. Tập 348"	"27,201"	491	33		
	"Hoàn cảnh ĐÁNG THƯƠNG NHẤT NÚI RỪNG, mưa gió chỉ biết ôm con mà khóc #thiennguyen #tiếnnguyễntv"	"2,978"	72	1		
	"Phải sống KHỔ SỞ trong rừng sâu, mưa to gió lớn 3 mẹ con chỉ biết ôm nhau mà khóc. Tập 347"	"26,673"	501	22		
	Người vợ phải nuôi chồng BẠI LIỆT 5 NĂM sống sâu trong rừng #thiennguyen #tiếnnguyễntv #tuthien	"3,255"	37	1		
	Hơn 60 năm sống trong rừng không chồng không con ăn lá rừng để tồn tại #tiếnnguyễntv #thiennguyen	"8,690"	73	0		
	Bị đứt thắng xe giữa núi khi ddi tìm cụ ông nghèo trong căn chòi cũ nát #thiennguyen #tiếnnguyễntv	"1,251"	26	0		
	“KHÔNG AI KHỔ BẰNG” Người vợ nuôi chồng TÀN TẬT khổ đến mức không có cháo mà ăn. Tập 346	"8,433"	305	18		
	Cả đời nghèo khổ KHÔNG CHỒNG KHÔNG CON sống biệt lập trong rừng sâu. 345	"9,448"	331	24		
	Bị ĐỨT THẮNG XE ĐỨNG GIỮA DỐC NÚI trên đường đến thăm cụ ông nằm in dấu lưng trên đá. Tập 344	"5,039"	291	15		
	Sống trong CĂN CHÒI ĐỘC LẠ NHẤT MIỀN NÚI phải ra biển nhặt lưới về làm nhà. Tập 343	"8,095"	279	24		
	"NGƯỜI PHỤ NỮ HƠN 50 NĂM KHÔNG BIẾT TIỀN LÀ GÌ, nghèo khổ phải ăn cơm với nước lã. Tập 342"	"9,837"	354	13		
	“KHÔNG AI KHỔ BẰNG” 3 bà cháu sống trong căn chòi 2 vách không có gì để ăn. Tập 341	"6,758"	307	15		
	BẤT NGỜ với căn chòi của 3 mẹ con sống cạnh VỰC ĐÁ nghèo khổ đến mức phải nằm ngủ dưới đất. Tập 240	"8,612"	359	17		
	Cô gái trẻ nhận nuôi con cháu đông nhất miền núi sống trong rừng sâu #thiệnnguyện #tiếnnguyễntv	"3,454"	52	2		
	Cô gái nuôi 5 đứa trẻ ở trong rừng ĐỔ MỒ HÔI HỘT khi thấy người lạ tới giành đất. Tập 239	"15,283"	324	17		
	THIẾU NỮ tuổi trăng tròn ôm con vào rừng ăn lá đu đủ sống qua ngày #thiệnnguyện #tiếnnguyễntv	"2,549"	48	1		
	THIẾU NỮ nhỏ tuổi nhất miền núi ôm con thơ vào rừng sâu ăn lá ĐU ĐỦ để sống qua ngày. Tập 238	"12,883"	337	19		
	Ước mơ nhỏ nhoi của bé gái 11 tuổi ở trong rừng chỉ mong được đến trường #thiệnnguyện #tiếnnguyễntv	"1,765"	37	0		
	"Điều lo sợ nhất của bé gái 11 tuổi sống trên núi, sợ sẽ không còn cơ hội được đi đến trường. Tập 238"	"6,036"	232	8		
	TRẢI NGHIỆM lên suối nguồn ăn gà luộc và tắm suối cực vui sau những ngày vất vả. Tập 237	"1,938"	147	12		
	THỬ LÒNG người đồng bào đi lên đỉnh núi cao bán CÁ KHÔ với cái giá cực rẻ. Tập 236	"6,381"	269	13		
	"Xót xa trước cảnh cháu nhỏ mồ côi,ông bà phải ăn lá ĐU ĐỦ sống để tiết kiệm nuôi cháu ăn học.Tập 235"	"6,577"	320	17		
	"Sống trong căn chòi trong rừng sâu, cả gia đình CHĂN DÊ MƯỚN chỉ 2 nghìn đồng 1 con. Tập 234"	"5,564"	235	12		
	Lên đỉnh núi cao để TRUY TÌM căn chòi rách nát te tua của 3 bà cháu #thiệnnguyện #tiếnnguyễntv	"3,857"	70	0		
	“HÀNH TRÌNH CỰC KHỔ NHẤT” Lên đỉnh núi cao TRUY TÌM CĂN CHÒI RÁCH NÁT của 3 bà cháu. Tập 233	"10,207"	335	18		
	BĂNG RỪNG VƯỢT NÚI mang ƯỚC MƠ đến nơi nghèo khổ cho trẻ em miền núi #thiệnnguyện #tiếnnguyễntv	"1,325"	40	2		
	“BĂNG RỪNG VƯỢT NÚI“ để mang đến ƯỚC MƠ cho cậu bé nghèo sống trong rừng sâu. Tập 232	"7,294"	325	21		
	Cô gái trẻ sống trong CĂN CHÒI TE TUA mỗi đêm phải ngủ với gà #tiếnnguyễntv #thiệnnguyện #cuocsong	"14,306"	116	0		
	Sống trong CĂN CHÒI RÁCH NÁT trong rừng sâu người phụ nữ mỗi ngày phảI “ĂN THƠM THAY CƠM” Tập 231	"10,739"	353	18		
	Ăn ĐU ĐỦ XÀO XẢ ỚT món ăn đặc sản của người miền núi #tiếnnguyễntv #thiệnnguyện #kếtnốiyêuthương	"7,474"	74	0		
	Cụ ông 92 tuổi vui mừng khi mua 1 cái đèn với giá 10 nghìn đồng #tiếnnguyễntv #thiệnnguyện #giadinh	"31,971"	184	1		
	THỬ LÒNG cụ ông 92 tuổi và vô tình nghe được điều ước đau lòng vào cuối đời của cụ ông. Tập 230	"8,837"	327	23		
	"Cha mẹ khổ không có tiền để mua xe đạp, câu nói của cậu bé khiến ai cũng đau lòng #tiếnnguyễntv"	"1,196"	38	1		
	THỬ LÒNG người nghèo khi TIẾN bị lạc đường cần sự giúp đỡ và cái kết không thể bất ngờ hơn. Tập 229	"38,403"	551	32		
	Sống trên đỉnh núi cao trong CĂN CHÒI RÁCH NÁT không có tiền phải đào khoai rừng để ăn. Tập 228	"5,265"	305	18		
	NGƯỜI PHỤ NỮ KHỔ ĐẾN MỨC phải cho 2 đứa con nhỏ đi CHĂN BÒ để có tiền mua tôn dựng CĂN CHÒI ở. #227	"6,520"	239	19		
	3 mẹ con sống trong CĂN CHÒI BA VÁCH trên ngọn đồi nhỏ. Phải ăn rau rừng tránh đói qua ngày. Tập 226	"7,093"	335	22		
	CHUYẾN HÀNH TRÌNH VƯỢT HÀNG TRĂM CÂY SỐ ĐỂ VÀO SÀI GÒN CHỮA TRỊ CÁNH TAY CHO NGƯỜI ĐÀN ÔNG. Tập 225	"3,749"	291	19		
	Sống trong CĂN CHÒI RÁCH NÁT nghèo khổ đến mức phải tìm kiếm LÁ ĐU ĐỦ để sóng sót. Tập 224	"4,331"	232	18		
	Bốn mẹ con sống ẨN DANH trong căn chòi nhỏ trên đỉnh núi cao. mỗi ngày ăn rau rừng để sống. Tập 224	"7,012"	294	27		
	XÓT XA hình ảnh cụ bà sống cô độc 65 năm trong CĂN CHÒI HAI VÁCH trên đỉnh núi cao. Tập 223	"5,169"	284	36		
	BẤT NGỜ người phụ nữ lớn tuổi hơn 20 năm sống trên núi KHÔNG CHỒNG KHÔNG CON sinh sống qua ngày.#222	"3,268"	209	16		
	BẤT NGỜ khi nhìn thấy cảnh hai mẹ con sống 15 năm trong HANG ĐÁ phải ăn lá ĐỦ ĐỦ sống qua ngày. #221	"6,974"	272	20		
	SỐNG ẨN CƯ TRONG CĂN CHÒI RÁCH NÁT..Người phụ nữ chứng kiến RẮN HỔ MANG bò vào nhà ăn gà. Tập 220	"5,580"	284	21		
	"HOÀN CẢNH ĐÁNG THƯƠNG trong rừng sâu, 4 bà cháu nhặt mọi thứ từ BÃI RÁC về để ở. 219"	"5,267"	280	23		
	"4 Bà cháu ở trong CĂN CHÒI CŨ NÁT trên đỉnh núi cao, nghèo đến mức 4 người chỉ 2 gói mì tôm. 218"	"5,474"	256	20		
	XÓT XA trước hình ảnh của chàng thanh niên trẻ mắc phải CĂN BỆNH NẶNG chỉ còn DA BỌC XƯƠNG. Tập 217	"2,925"	164	30		
	Cuộc sống mưu sinh của NGƯỜI ĐÀN ÔNG TÀN TẬT trước cảnh khổ và bất lực khi mất đi 1 cánh tay.Tập 216	"4,776"	234	27		
	1 ngày 1 đêm trải nghiệm ngủ trong rừng nơi những người nghèo được sinh ra sẽ như thế nào. Tập 215	"5,808"	291	25		
	Người phụ nữ SỢ HÃI ĐỔ MỒ HÔI HỘT khi lần đầu tiên gặp người lạ và nhận được quà lớn. Tâp 214	"10,203"	313	25		
	"Cả gia đình lên đỉnh núi cao sống trong chuồng dê bỏ hoang, phải chia nhau 1 gói mì để ăn. Tập 213"	"11,504"	382	30		
	Vượt đèo lội suối lên đỉnh núi cao tìm cậu nhóc 15 tuổi không biết nói gặp người lạ sợ bỏ chạy./ 212	"8,207"	321	15		
	"Sống trong căn chòi hai vách, nơi TRÚ ẨN chưa ai biết sự nghèo khổ của người ĐỒNG BÀO CƠ HO. Tập 211"	"11,150"	315	11		
	Cuộc sống hiện tại của 4 mẹ con sống trong HANG ĐÁ GIỜ RA SAO? Vui mừng khi nhận được quà. Tập 210	"45,403"	873	37		
	Đi vào khu vực rừng núi ẩm thấp nhất để tiếp tế lương thực cho bà con nghèo không có gì để sống /209	"28,566"	377	25		
	"Sống trong HANG ĐÁ trên đỉnh núi cao, nỗi khổ kinh hoàng của người đồng bào RAGLAI. Tập 208"	"28,178"	586	41		
	NGƯỜI DÂN NGHÈO tập trung đông đúc vui như TẾT đê nhận được món quà cực kì ý nghĩa từ MTQ. Tập 206	"6,448"	240	34		
	"BỮA CƠM CHAN NƯỚC MẮT, người phụ nữ sống trong rừng sâu nhặt VE CHAI sống qua ngày. Tập 205"	"13,106"	340	23		
	Từ ngày vợ bị S.át hại đến nay 2 cha con của anh cường đã thực hiện được ƯỚC MƠ trong đời. tập 204	"61,984"	763	38		
	TIẾN NGUYỄN bất ngờ đưa hai cha con anh CƯỜNG đi ngay trong đêm vì điều này. Tập 203	"13,986"	449	42		
	BẤT NGỜ 3 mẹ con sợ hãi khi nhận được một số tiền lớn từ MẠNH THƯỜNG QUÂN ở mỹ gửi về. Tập 202	"21,022"	471	30		
	"KHÔNG CÓ AI KHỔ BẰNG, hai mẹ con không có CƠM ăn mưa gió phải núp trong HANG ĐÁ. Tập 201"	"12,941"	350	19		
	"Từ lúc người vợ quá cố qua đời, hai cha con ANH CƯỜNG chưa có được một bữa ăn ngon. Tập 200"	"10,632"	235	16		
	Hôm nay Tiến sửa nhầ cho anh Salon	0	0	0		
	Hành trình CỰC KHỔ nhất vận chuyển vật tư lên đỉnh núi cao dựng lên mái ấm tình thương Tập 199	"46,181"	889	53		
	GIẢI CỨU chú rùa đá bị giam giữ suốt 4 năm để cứu người được trả về với thiên nhiên. Tập 198	"14,898"	311	16		
	Chồng con KHÓC HẾT NƯỚC MẮT khi thấy kể lại sự việc nhân tình SÁT HẠI vợ mình. Tập 196	"368,987"	"2,620"	197		
	Bất ngờ 4 mẹ con sống trong HANG ĐÁ đổi đời liên tục và nhận được phần quà giá trị lớn. Tập 195	"74,274"	"1,111"	77		
	Đau xót khi nhìn thấy cảnh chú chó cực khổ nuôi bị người độc ác chặt mất đôi chân. Tập 194	"12,099"	315	41		
	PHÁT HIỆN người đàn ông ở trong căn chòi diện tích nhỏ bỏ quê hương đến nơi nghèo khổ lấy vợ.Tập 193	"17,423"	421	27		
	Bất ngờ đại gia đình ông mười vượt nửa vòng trái đất đến nơi nghèo khổ tặng nhà cho người nghèo. 192	"39,075"	767	49		
	"PHÁT HIỆN căn chòi trên đỉnh núi cao, hai mẹ con không dám nhận tiền vì sợ bị bắt #tiếnnguyễntv"	"1,224"	30	0		
	Hai mẹ con lần đầu tiên nhận được số tiền lớn trong đời không dám nhận vì sợ bị bắt. Tập 191	"29,934"	711	49		
	KHÓC NỨC NỞ vì chứng bệnh sợ mất đi rồi không ai chăm sóc 2 đứa #thiệnnguyện #tiếnnguyễntv	"1,495"	52	0		
	"NGHÈO RỚT MỒNG TƠI bị bệnh sợ mất bỏ lại con thơ,ăn lá rừng sống qua ngày vì không còn gạo. Tập 190"	"20,460"	357	25		
	BẤT NGỜ 3 mẹ con được MTQ vượt hơn nửa vòng trái đất để đến tận nơi trao tặng căn nhà mơ ước.Tập 189	"89,001"	"1,049"	51		
	"Bất ngờ 3 mẹ con nhận được căn nhà mơ ước,và câu nói nghe xé lòng của cô con gái #tiennguyentv"	649	25	0		
